dynasty_id,dynasty_name_tr,dynasty_name_ar,dynasty_name_en,parent_tribe_or_clan,ethnic_origin,region_primary,regions_all,capital_city,date_start_hijri,date_end_hijri,date_start_ce,date_end_ce,sub_branch,allied_dynasties,rival_dynasties,predecessor,successor,end_cause,migration_conquest_notes,chapter,notes,ethnic_tags,government_type,religious_orientation,importance_level,capital_lat,capital_lon,duration_years_approx,century_start,century_end,geographic_zone,region_center_lat,region_center_lon,region_bbox_n,region_bbox_s,region_bbox_e,region_bbox_w,governance_detail,religious_detail,military_system,economic_base,cultural_tags,historical_period
145,Karakoyunlular,Qara Qōyunlū,The Qara Qoyunlu,Karakoyunlu Türkmen konfederasyonu,Türk (Oğuz/Türkmen),Azerbaycan ve Doğu Anadolu,Tebriz; Van; Erzincan; Bağdat (geçici); Fars (geçici),Tebriz,c. 782,874,c. 1380,1469,,Timurlular (geçici),Akkoyunlular; Timurlular; Celâyirliler; Osmanlılar,Celâyirliler / İlhanlı artıkları,Akkoyunlu Uzun Hasan fethi (874/1469),Akkoyunlu Uzun Hasan tarafından yıkıldı (872-4/1467-9),Kara Muhammed Türkmen konfederasyonu başı; Kara Yûsuf Celâyirlileri yendi; Cihânşâh en güçlü ama Uzun Hasan'a yenildi,Chapter 14: Persia after the Mongols,~90 yıl; Türkmen konfederasyonu; Şiî eğilimli; Cihânşâh şair-hükümdar (Hakîkî mahlası); sikke bastılar,Türk,Şahlık,Şiî,Normal,38.08,46.29,89,14,15,Kafkasya/Batı İran,41.3,69.3,44.0,37.0,73.0,56.0,Kabile Konfederasyonu,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,,Timurlu
146,Akkoyunlular,Āq Qōyunlū,The Āq Qoyunlu,Akkoyunlu (Bayındır) Türkmen konfederasyonu,Türk (Oğuz/Türkmen),"Doğu Anadolu, Azerbaycan, İran",Diyarbakır; Tebriz; İsfahan; Fars; Irak; Hûzistân,Diyarbakır → Tebriz,c. 780,c. 914,c. 1378,c. 1508,,Trabzon Rum; Venedik (Osmanlılara karşı),Karakoyunlular; Osmanlılar; Timurlular; Safevîler,Artukîler / Karakoyunlular,Safevî Şah İsmail fethi (c. 914/1508),Safevî Şah İsmail Çaldıran öncesi Akkoyunlu artıklarını tasfiye etti,Kara Yülük Osman Diyarbakır'da güç kazandı; torunu Uzun Hasan Karakoyunluları yıktı; Osmanlı Fatih'e Otlukbeli'nde yenildi (878/1473),Chapter 14: Persia after the Mongols,~130 yıl; Uzun Hasan en önemlisi; Venedik ittifakı; Otlukbeli yenilgisi; Safevîlere zemin hazırladı; sikke bastılar,Türk,Hanedan/Beylik,,Normal,38.08,46.29,130,14,16,Kafkasya/Batı İran,39.5,66.0,42.0,37.0,72.0,60.0,Merkezi İmparatorluk,Sünnî Hanefî,Karma Profesyonel,Ticaret/Transit,UNESCO Miras;Kütüphane;Edebiyat;Mimari;Hat Sanatı;Bilim/Rasathane,Timurlu
147,Müşa'şa'îler,al-Musha'sha'iyyūn,The Musha'sha'ids,Seyyid Muhammed b. Felâh ailesi (Arap),Arap,Hûzistân (Güneybatı İran),Hüveyzā; Basra (geçici); Hûzistân,Hüveyzā,c. 840,c. 1136,c. 1436,c. 1724,,,Karakoyunlular; Akkoyunlular; Safevîler; Osmanlılar,,Safevî/Afşar doğrudan yönetimi,Safevî çöküşü döneminde tasfiye,Aşırı Şiî (gulât) hareket; Mehdilik iddiası,Chapter 14: Persia after the Mongols,~290 yıl; aşırı Şiî; Hûzistân bataklıklarında uzun ömür; Safevî vasalı olarak devam etti,Arap,Hanedan/Beylik,Şiî,Normal,31.46,48.07,288,15,18,Moğol/Tatar Dünyası,39.5,65.0,42.0,37.0,70.0,58.0,Kabile Konfederasyonu,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,Mimari;Edebiyat,Erken Modern
148,Safevîler,al-Safawiyyūn,The Safavids,Safevî tarikatı (Erdebil),Türk-İranî (Azerbaycanlı/Kürt kökenli tartışmalı),İran,Tebriz; Kazvin; İsfahan; Azerbaycan; Horasan; Irak (geçici); Gürcistan; Herat (geçici),Tebriz → Kazvin → İsfahan,907,1148,1501,1736,,İngiltere; Fransa (Osmanlılara karşı geçici),Osmanlılar; Özbekler (Şeybânîler); Afganlar,Akkoyunlular; Timurlular (Horasan),Afşarlar (Nâdir Şah),Afgan Gilzay istilası (Isfahan düştü 1135/1722); Nâdir Şah son Safevîyi devirdi (1148/1736),Şah İsmail I Akkoyunluları yıkarak İran'da Şiî devlet kurdu (907/1501); Çaldıran'da Osmanlılara yenildi (920/1514); Şah Abbas I İsfahan'ı başkent yaparak İran'ı güç haline getirdi,Chapter 14: Persia after the Mongols,EN ÖNEMLİ — İran'ı İsnâaşerî Şiî devlete dönüştürdü; modern İran kimliğinin temeli; Şah Abbas I zirvesi; İsfahan dünya başkenti ('dünyanın yarısı'); Kızılbaş Türkmen askerleri; sikke bastılar,Türk|İranî|Kürt,Hanedan/Beylik,Şiî,Kritik,32.65,51.68,235,16,18,Moğol/Tatar Dünyası,39.0,64.0,42.0,37.0,68.0,57.0,Vasal Devlet,Sünnî Hanefî,Atlı Göçebe,Ticaret/Transit,,Erken Modern
149,Afşarlar,al-Afshāriyyūn,The Afshārids,Afşar boyu (Oğuz Türkleri),Türk (Oğuz/Afşar),İran,Meşhed; İsfahan; Delhi (geçici sefer); Buhara (geçici sefer),Meşhed,1148,c. 1210,1736,c. 1795,,,Osmanlılar; Afganlar; Zendler,Safevîler,Zendler; Kaçarlar,Nâdir Şah suikasti (1160/1747); halefler zayıf; Zend/Kaçar yükselişi,Nâdir Şah Afganları kovdu; Safevî kuklalarını kullandı sonra tahtı aldı; Delhi'yi yağmaladı (1151/1739); Buhara ve Hârezm'i fethetti,Chapter 14: Persia after the Mongols,"Nâdir Şah tek başına; Delhi seferi muazzam ganimet (Koh-i Noor, Tavus Tahtı); suikastinden sonra kaos; sikke bastılar",Türk,Hanedan/Beylik,,Normal,36.30,59.60,59,18,18,Moğol/Tatar Dünyası,39.0,63.5,42.0,37.0,68.0,57.0,Vasal Devlet,Sünnî Hanefî,Karma Profesyonel,Ticaret/Transit,,Erken Modern
150,Zendler,al-Zandiyyūn,The Zands,Zend aşireti (Lur/Lak),İranî (Lur/Lak),İran (güney ve merkez),Şîraz; İsfahan; Kirmân; Basra (geçici),Şîraz,c. 1163,1209,c. 1750,1794,,,Afşarlar; Kaçarlar,Afşar çöküşü,Kaçarlar (Ağa Muhammed Han),Kaçar Ağa Muhammed Han Kirmân'ı aldı ve son Zend'i öldürdü (1209/1794),Kerîm Han Zend Vekîlüddevle unvanıyla (şah değil); Şîraz'ı güzelleştirdi,Chapter 14: Persia after the Mongols,~45 yıl; Kerîm Han tek önemli hükümdar; Vekîlüddevle unvanı (padişah yerine vekil); Şîraz'da barış ve refah; sikke bastılar,İranî,Hanedan/Beylik,,Normal,29.59,52.58,44,18,18,Moğol/Tatar Dünyası,41.3,60.6,43.0,38.0,62.0,56.0,Vasal Devlet,Sünnî Hanefî,Atlı Göçebe,Tarım,Mimari,Erken Modern
151,Kaçarlar,al-Qājāriyyūn,The Qājārs,Kaçar boyu (Oğuz/Türkmen),Türk (Oğuz/Kaçar),İran,Tahran; İsfahan; Tebriz; tüm İran,Tahran,1193,1344,1779,1925,,İngiltere; Rusya (rekabet içinde etki),Zendler; Rusya; İngiltere; Osmanlılar,Zendler,Pehlevîler (Rızâ Şah darbesi),Rızâ Han (Pehlevî) darbesi; Meclis Ahmed Şah'ı devirdi (1344/1925),"Ağa Muhammed Han İran'ı birleştirdi; Tahran'ı başkent yaptı; Gürcistan'ı yeniden fethetti; Rus-İran savaşları yenilgisi (Türkmençay, 1828)",Chapter 14: Persia after the Mongols,~145 yıl; Tahran başkent; Nâsıreddîn Şah uzun saltanat (47 yıl); Meşrutiyet Devrimi (1906); yarı sömürgeleşme; Anglo-Rus rekabeti; sikke bastılar,Türk,Hanedan/Beylik,,Normal,35.69,51.39,146,18,20,Moğol/Tatar Dünyası,40.5,69.0,42.0,39.0,72.0,66.0,Vasal Devlet,Sünnî Hanefî,Karma Profesyonel,Tarım,,Sömürge
152,Pehlevîler,al-Bahlawiyyūn,The Pahlawīs,Pehlevî ailesi (Mazenderânlı askerî),İranî,İran,Tahran; tüm İran,Tahran,1344,1399,1925,1979,,ABD; İngiltere,SSCB (geçici),Kaçarlar,İran İslam Cumhuriyeti (1979 Devrimi),1979 İslam Devrimi; Şah Muhammed Rızâ sürgüne gitti,Rızâ Han Kazak Tugayı komutanı; darbe ile iktidara geldi; modernleşme; oğlu Muhammed Rızâ Şah ABD müttefiki,Chapter 14: Persia after the Mongols,Son İran hanedanı; 2 şah; Rızâ Şah modernleşme; Muhammed Rızâ Şah Beyaz Devrim; 1953 CIA darbesi; 1979 İslam Devrimi; İran'ın son monarşisi,Karışık/Bilinmeyen,Hanedan/Beylik,,Normal,35.69,51.39,54,20,20,Moğol/Tatar Dünyası,34.5,69.2,38.0,30.0,72.0,60.0,Kabile Konfederasyonu,Sünnî Hanefî,Kabile Ordusu,Tarım,,Modern
153,Şeybânîler (Ebü'l-Hayrîler),al-Shībāniyyūn / Abū 'l-Khayriyyūn,The Shībānids (Shaybanids) or Abū 'l-Khayrids,Şeybân b. Cuci kolu (Cengiz soyundan),Türk-Moğol (Özbek),Mâverâünnehir,Buhara; Semerkand; Herât; Belh; Taşkent; Hârezm,Semerkand → Buhara,c. 905,c. 1007,c. 1500,c. 1599,,,Timurlular; Safevîler; Kazak Hanları,Timurlular (Mâverâünnehir),Cânîler (Tokaytimurîler/Aştarhânîler),Son Şeybânî sultanının ölümü; Cânî hanedanı devraldı,Muhammed Şeybânî Han Timurlulardan Herât'ı aldı (c. 912/1507); Bâbür'ü Mâverâünnehir'den çıkardı; Safevî Şah İsmail tarafından öldürüldü (916/1510); Özbek adı bu konfederasyondan; sonraki Şeybânîler Buhara merkezli,Chapter 15: Central Asia after the Mongols,~100 yıl; Özbeklerin Mâverâünnehir'e yerleşmesi; Muhammed Şeybânî Han kilit figür; Safevî-Özbek rekabeti Horasan için; Abdullah Han II en güçlü sultan (d. 1006/1598); sikke bastılar,Türk|Moğol,Hanedan/Beylik,,Yüksek,39.65,66.96,99,15,16,Doğu İran/Mâverâünnehir,34.5,69.2,37.0,29.0,72.0,60.0,Merkezi İmparatorluk,Sünnî Hanefî,Karma Profesyonel,Tarım,,Erken Modern
154,Cânîler (Tokaytimurîler / Aştarhânîler),al-Jāniyyūn / Tūqāy Temūriyyūn / Ashtarkhāniyyūn,The Toqay Temūrids or Jānids or Ashtarkhānids,Tokaytimur b. Cuci kolu (Cengiz soyundan); Astrahan bağlantısı,Türk-Moğol (Özbek),Buhara Hanlığı,Buhara; Semerkand; Belh (kısmen); Mâverâünnehir,Buhara,c. 1007,c. 1160,c. 1599,c. 1747,,,Safevîler; Afşarlar (Nâdir Şah); Hive Hanları,Şeybânîler,Mangıtlar (Buhara Emîrliği),Son Cânî han Nâdir Şah baskısıyla zayıfladı; Mangıtlar fiilen devraldı,Astrahan kökenli (Aştarhânî); Buhara'da ılımlı yönetim,Chapter 15: Central Asia after the Mongols,~150 yıl; Buhara Hanlığı olarak da bilinir; giderek zayıflayan merkezi otorite; Nâdir Şah Buhara'yı geçici olarak fethetti; sikke bastılar,Türk|Moğol,Hanedan/Beylik,,Normal,39.77,64.42,148,16,18,Moğol/Tatar Dünyası,25.0,67.0,28.0,23.0,72.0,62.0,Vasal Devlet,Sünnî Hanefî,Kabile Ordusu,Tarım,,Erken Modern
155,Mangıtlar (Buhara Emîrleri),al-Manghītiyyūn,The Mangīts,Mangıt kabilesi (Özbek),Türk (Özbek),Buhara Emîrliği,Buhara; Semerkand; Karşı; Şehr-i Sebz,Buhara,c. 1160,1339,c. 1747,1920,,,Hive Hanlığı; Hokand Hanlığı; Rusya İmparatorluğu,Cânîler,Sovyet Buhara Halk Cumhuriyeti (1920) → Özbekistan SSC,Kızıl Ordu Buhara'yı fethetti (Eylül 1920); son emir Âlim Han Afganistan'a kaçtı,Muhammed Rahîm Biy Mangıt kabilesinden; Cânîlerin yerini aldı; 'Emîr' unvanı (Han yerine); Rusya himayesi/protektorası (1868 sonrası),Chapter 15: Central Asia after the Mongols,~170 yıl; Emîr unvanı; Cengiz soyundan değil; 1868 Rus protektorası; medrese geleneği sürdü; son emîr Âlim Han (d. 1944 Kâbil'de sürgünde); sikke bastılar,Türk,Emirlik,,Normal,39.77,64.42,173,18,20,Moğol/Tatar Dünyası,25.5,68.4,29.0,23.0,71.0,66.0,Kabile Konfederasyonu,Şiî İsmâilî (Fâtımî),Kabile Ordusu,Tarım,,Sömürge
156,Kongratlar (İnakîler / Hive Hanları),al-Qungrātiyyūn / al-Ināqiyyūn,The Qungrats or Inaqids,Kongrat kabilesi (Özbek),Türk (Özbek/Kongrat),Hive Hanlığı (Hârezm),Hive; Hârezm; Ürgenç,Hive,c. 1217,1339,c. 1804,1920,,,Buhara Emîrliği; Rusya; Türkmen kabileleri,Hârezm'deki çeşitli Cengiz soylu hanlar,Sovyet Hârezm Halk Cumhuriyeti (1920) → Türkmenistan/Özbekistan SSC,Kızıl Ordu Hive'yi fethetti (Şubat 1920); son han sürgün,İltuzer İnak Hive'de Kongrat hanedanını kurdu; 'Han' unvanını aldılar; Rus protektorası (1873),Chapter 15: Central Asia after the Mongols,~115 yıl; Hive Hanlığı; Hârezm'in son bağımsız devleti; köle ticareti (Rusya müdahale sebebi); 1873 Rus protektorası; İç Han Kalesi UNESCO Miras; sikke bastılar,Türk,Hanlık,,Normal,41.38,60.36,116,19,20,Moğol/Tatar Dünyası,25.5,68.4,28.0,23.0,71.0,66.0,Kabile Konfederasyonu,Sünnî Hanefî,Kabile Ordusu,Tarım,,Sömürge
157,Mingler (Hokand Hanları),al-Mīngiyyūn,The Mings,Ming kabilesi (Özbek),Türk (Özbek/Ming),Fergana / Hokand Hanlığı,Hokand (Kokand); Fergana; Taşkent; Türkistan şehri; Kırgız toprakları,Hokand,c. 1122,1293,c. 1710,1876,,,Buhara Emîrliği; Rusya; Kırgız kabile beyleri,Çeşitli Fergana beyleri,Rus Türkistan Genel Valiliği (1876),Rusya Fergana'yı doğrudan ilhak etti (1293/1876),Şâhruh Biy Ming kabilesinden Fergana'da hanlık kurdu; 19. yüzyıl başında Taşkent ve geniş toprakları kontrol ettiler; Âlim Han ve Madali Han genişleme dönemi,Chapter 15: Central Asia after the Mongols,~165 yıl; Hokand Hanlığı olarak bilinir; Fergana vadisi tarımsal zenginliği; pamuk üretimi; 1876 Rus doğrudan ilhakı (Buhara/Hive'den farklı olarak); sikke bastılar,Türk,Hanlık,,Normal,40.53,70.94,166,18,19,Moğol/Tatar Dünyası,25.5,68.4,28.0,24.0,70.0,67.0,Vasal Devlet,Sünnî Hanefî,Karma Profesyonel,Ticaret/Transit,,Erken Modern
158,Gazneliler,al-Ghaznawiyyūn,The Ghaznawids,Türk gulâm ailesi,Türk,Afganistan ve Kuzey Hindistan,Gazne; Lahor; Horasan (erken); Pencap,Gazne → Lahor,366,582,977,1186,,Abbâsîler,Sâmânîler; Selçuklular; Gurlular,Sâmânî gulâm valileri,Gurlular (Lahor'u aldı 582/1186),Gurlu Muizzeddîn Muhammed Lahor'u aldı (582/1186),Sebüktegin Sâmânî gulâmı → Gazne valisi; Mahmud Hindistan'a 17 sefer; Somnath tapınağı yağması; Selçuklulara Dandanakan'da yenildi (431/1040) → Hindistan'a çekildi,Chapter 16: Afghanistan and the Indian Subcontinent,~210 yıl; Sultan Mahmud en önemlisi; Firdevsî Şehnâme; Bîrûnî; Hindistan seferleri; Sünnî İslam savunuculuğu; sikke bastılar,Türk,Hanedan/Beylik,Sünnî,Normal,33.55,68.42,209,10,12,Güney Asya,30.0,70.0,35.0,24.0,77.0,60.0,Gulâm/Köle Hanedanı,Sünnî Hanefî,Gulâm/Memlûk Sistemi,Haraç/Vergi,Mimari,Selçuklu Çağı
159,Gurlular (Gûrîler),al-Ghūriyyūn,The Ghūrids,Şensebânî/Gûr Tâcik ailesi,İranî (Tâcik),Afganistan ve Kuzey Hindistan,Gûr (Fîrûzkûh); Gazne; Lahor; Delhi; Bâmiyân; Tohâristân; Bedehşân,Fîrûzkûh; Gazne,c. 390,612,c. 1000,1215,"1. Gûr ve Gazne ana kolu; 2. Bâmiyân, Tohâristân ve Bedehşân kolu",,Gazneliler; Hârezmşahlar; Karahitaylar,Gazneliler,Delhi Sultanlığı (Hindistan); Hârezmşah fethi (Horasan),Hârezmşah baskısı; son sultanın ölümü,Alâeddîn Cihânsûz Gazne'yi yaktı ('cihânsûz' = dünya yakıcı); Muizzeddîn Muhammed Kuzey Hindistan'ı fethetti; gulâmı Kutbeddîn Aybeg Delhi'de bağımsız,Chapter 16: Afghanistan and the Indian Subcontinent,2 kol; İslam'ın Hindistan'a kalıcı girişi; Muizzeddîn Muhammed Tarain Savaşı (588/1192); Minaretü'l-İslam (Delhi); sikke bastılar,İranî,Hanedan/Beylik,,Normal,33.55,68.42,215,10,13,Güney Asya,28.6,77.2,35.0,8.0,88.0,68.0,Merkezi İmparatorluk,Sünnî Hanefî,İktâ Sistemi,Haraç/Vergi,UNESCO Miras;Mimari;Edebiyat,Selçuklu Çağı
160,Delhi Sultanları,Salātīn Dihlī,The Delhi Sultans,"Çeşitli Türk, Halcî, Afgan kökenli",Türk; Halcî; Afgan (Lodi/Sûrî),Kuzey Hindistan,Delhi; Agra; Devagiri (geçici); Bengal; Dekkan (geçici),Delhi,602,c. 962,1206,c. 1555,1. Muizzî/Şemsî Köle Sultanları; 2. Halcîler; 3. Tuğluklular; 4. Seyyidler; 5. Lodîler; 6. Sûrîler,,Moğollar; Timurlular; Bâbürlüler; yerel Hindu racalar,Gurlular (gulâm valileri),Bâbürlüler (Pânîpat 932/1526),Bâbür Pânîpat'ta son Lodî sultanını yendi (932/1526); Sûrîler kısa aradan sonra Humâyûn geri döndü,6 farklı hanedan; 320+ yıl; Kuzey Hindistan'ın İslamlaşması; Alâeddîn Halcî Moğol istilasını durdurdu; Muhammed b. Tuğluk tartışmalı reformlar; Firûz Şâh imar; Timur Delhi'yi yağmaladı (801/1398),Chapter 16: Afghanistan and the Indian Subcontinent,EN ÖNEMLİ — 6 alt hanedan; Hindistan İslam medeniyetinin temeli; Delhi mimari mirası; İbn Battuta ziyareti; sikke bastılar,Türk|Afgan,Sultanlık,,Kritik,28.61,77.21,349,13,16,Güney Asya,28.6,77.2,35.0,20.0,84.0,68.0,Merkezi İmparatorluk,Sünnî Hanefî,İktâ Sistemi,Haraç/Vergi,Mimari,Timurlu
161,Bengal Sultanları ve Valileri,Salātīn wa-Hukkām Bangāla,The Governors and Sultans of Bengal,"Çeşitli: Delhi valileri, İlyâs Şâhîler, Habeşîler, Seyyidler, Sûrîler",Türk; Habeşî; Afgan; İranî,Bengal,Leknavtî (Gour); Pandua; Dakka; Sonârgâon,Leknavtî; Pandua; Gour,c. 599,c. 984,c. 1203,c. 1576,1. Delhi valileri; 2. Belbân kolu; 3. İlyâs Şâh kolu; 4. Râcâ Ganeş kolu; 5. İlyâs Şâh (restorasyon); 6. Habeşî hakimiyeti; 7. Seyyid Hüseyin Şâh kolu; 8. Sûrîler; 9. Kererânîler,,Delhi Sultanları; Bâbürlüler,Gurlu/Delhi fetihleri,Bâbürlü Ekber ilhakı,Bâbürlü Ekber Bengal'i ilhak etti (c. 984/1576),9 farklı kol/hanedan; Bengal İslam medeniyetinin oluşumu,Chapter 16: Afghanistan and the Indian Subcontinent,9 kol; ~370 yıl; Bengal İslam kültürü; Habeşî (Etiyopyalı) hakimiyet dönemi nadir; Hüseyin Şâh dönemi zirve; sikke bastılar,Türk|Afgan|Diğer,Sultanlık|Şahlık,,Yüksek,24.18,88.27,373,13,16,Güney Asya,24.5,88.5,26.5,21.0,92.0,86.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,Mimari,Timurlu
162,Keşmir Sultanları,Salātīn Kashmīr,The Sultans of Kashmir,Şâh Mîr Svâtî ailesi; Çek ailesi,Keşmirli Müslüman,Keşmir,Srînagar; Keşmir vadisi,Srînagar,c. 740,c. 994,c. 1339,c. 1586,1. Şâh Mîr Svâtî kolu; 2. Gâzî Şâh Çek kolu,,Bâbürlüler,Hindu Keşmir kralları,Bâbürlü Ekber ilhakı (c. 994/1586),Bâbürlü Ekber Keşmir'i ilhak etti,Şâh Mîr ilk Müslüman Keşmir sultanı; Sultan Zeynelâbidîn (Büdşâh) altın çağ,Chapter 16: Afghanistan and the Indian Subcontinent,2 kol; ~250 yıl; Sultan Zeynelâbidîn hoşgörü ve kültür; Keşmir şalı; sikke bastılar,Karışık/Bilinmeyen,Sultanlık,,Normal,34.09,74.79,247,14,16,Güney Asya,34.0,75.0,35.0,33.0,76.0,73.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,Mimari;Edebiyat,Timurlu
163,Gücerat Sultanları,Salātīn Gujarāt,The Sultans of Gujarat,Muzafferî ailesi (Tânk Râcpût dönmesi),Hindistanlı Müslüman (Râcpût dönme),Gücerat,Ahmedabad; Cambay; Surat; Gücerat,Ahmedabad,c. 793,c. 991,c. 1391,c. 1583,,,Bâbürlüler; Portekizliler,Delhi Sultanlığı valileri,Bâbürlü Ekber ilhakı,Bâbürlü Ekber Gücerat'ı ilhak etti (c. 991/1583),Muzaffer Şâh I Delhi valiliğinden bağımsız; Ahmedabad şehrini kurdu,Chapter 16: Afghanistan and the Indian Subcontinent,~190 yıl; Ahmedabad mimari mirası; deniz ticareti; Portekiz rekabeti; Ahmed Şâh I en önemlisi; sikke bastılar,Karışık/Bilinmeyen,Sultanlık|Şahlık,,Normal,23.02,72.57,192,14,16,Güney Asya,17.4,78.5,20.0,15.0,80.0,74.0,Merkezi İmparatorluk,Sünnî Hanefî,İktâ Sistemi,Ticaret/Transit,Mimari;Edebiyat,Timurlu
164,Cevnpûr Şarkî Sultanları,Salātīn al-Sharqī fī Jawnpūr,The Shargī Sultans of Jawnpur,Şarkî ailesi,Türk/Hindistanlı,Cevnpûr (Uttar Pradeş),Cevnpûr,Cevnpûr,c. 796,c. 881,c. 1394,c. 1476,,,Delhi Sultanları (Lodîler),Delhi Sultanlığı valileri,Delhi Sultanlığı (Lodî) ilhakı,Lodî sultanı ilhak etti,,Chapter 16: Afghanistan and the Indian Subcontinent,~80 yıl; kısa ömürlü; Cevnpûr mimari mirası; sikke bastılar,Türk,Sultanlık,,Düşük,25.75,82.68,82,14,15,Güney Asya,17.4,78.5,19.0,15.0,79.0,74.0,Vasal Devlet,Şiî İsnâaşerî,İktâ Sistemi,Tarım,,Timurlu
165,Mâlva Sultanları,Salātīn Mālwa,The Sultans and Rulers of Mālwa,1. Gûrî; 2. Halcî; 3. Çeşitli,Afgan/Türk/Hindistanlı,Mâlva (Orta Hindistan),Dhâr; Mândû,Dhâr; Mândû,c. 793,c. 969,c. 1390,c. 1562,1. Gûrî kolu; 2. Halcî kolu; 3. Çeşitli valiler,,Gücerat; Delhi; Bâbürlüler,Delhi Sultanlığı valileri,Bâbürlü ilhakı,Bâbürlü Ekber ilhak etti,,Chapter 16: Afghanistan and the Indian Subcontinent,3 kol; Mândû kalesi; ~170 yıl; sikke bastılar,Türk|Afgan,Sultanlık,,Normal,22.37,75.40,172,14,16,Güney Asya,15.0,75.0,17.0,13.5,77.5,73.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,UNESCO Miras;Mimari,Timurlu
166,Ma'bar (Madura) Sultanları,Salātīn Ma'bar,The Sultans of Ma'bar or Madura,Delhi Sultanlığı valileri,Türk/Hindistanlı,Güney Hindistan (Ma'bar / Madura),Madura; Koromantel kıyısı,Madura,c. 735,c. 779,c. 1335,c. 1378,,,Vijayanagar Hindu İmparatorluğu,Delhi Tuğluklu valileri,Vijayanagar fethi,Vijayanagar Hindu İmparatorluğu tarafından yıkıldı,,Chapter 16: Afghanistan and the Indian Subcontinent,~40 yıl; çok kısa; Güney Hindistan'da kısa süreli İslam hakimiyeti,Türk,Sultanlık,,Normal,9.92,78.12,43,14,14,Güney Asya,10.0,78.5,13.0,8.0,80.0,76.5,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Moğol Sonrası
167,Bahmânîler,al-Bahmaniyyūn,The Bahmanids,Bahmân ailesi (İranî/Tâcik veya Dekkan dönme),İranî veya Dekkan Müslüman,Dekkan (Güney Hindistan),Gülberge (Ahsenâbâd); Bîdâr (Muhammedâbâd); Dekkan platosu,Gülberge → Bîdâr,748,c. 924,1347,c. 1518,1. Gülberge hükümdarları; 2. Bîdâr hükümdarları,,Vijayanagar; Delhi,Delhi Tuğluklu valileri,"5 Dekkan sultanlığı (Berîdîler, Âdilşâhîler, Nizâmşâhîler, İmâdşâhîler, Kutubşâhîler)",Parçalanma → 5 halef sultanlık,Alâeddîn Bahman Şâh Delhi'den ayrılarak bağımsız; Dekkan İslam medeniyetinin temeli,Chapter 16: Afghanistan and the Indian Subcontinent,2 kol; ~170 yıl; Dekkan İslam kültürü; 5 halef sultanlığın atası; Gülberge ve Bîdâr mimari mirası; sikke bastılar,Karışık/Bilinmeyen,Hanedan/Beylik,,Normal,17.33,76.83,171,14,16,Güney Asya,17.0,73.5,21.0,15.0,76.0,72.0,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Deniz Ticareti,UNESCO Miras;Mimari,Timurlu
168,Hândeş Fârûkî Hükümdarları,al-Fārūqiyyūn fī Khāndēsh,The Fārūqī Rulers of Khāndesh,Fârûkî ailesi,Hindistanlı Müslüman,Hândeş (Orta-Batı Hindistan),Burhânpûr; Hândeş,Burhânpûr,c. 782,c. 1010,c. 1380,c. 1601,,Bahmânîler,Gücerat; Bâbürlüler,,Bâbürlü Ekber ilhakı,Bâbürlü Ekber ilhak etti,,Chapter 16: Afghanistan and the Indian Subcontinent,~220 yıl; Burhânpûr stratejik; Dekkan'a geçiş yolu,Karışık/Bilinmeyen,Hanedan/Beylik,,Normal,21.17,76.25,221,14,17,Güney Asya,21.5,76.0,22.5,20.0,77.5,74.5,Vasal Devlet,Sünnî Hanefî,İktâ Sistemi,Tarım,,Timurlu
169,Berîdşâhîler,al-Barīd Shāhiyyūn,The Barīd Shāhīs,Berîd ailesi (Türk kökenli),Türk/Dekkan,Bîdâr,Bîdâr,Bîdâr,c. 893,c. 1028,c. 1488,c. 1619,,Diğer Dekkan sultanlıkları,Âdilşâhîler; Bâbürlüler,Bahmânîler,Âdilşâhî/Bâbürlü ilhakı,Âdilşâhîler tarafından ilhak edildi,Bahmânî veziri Kāsım Berîd fiili yönetici → bağımsız,Chapter 16: Afghanistan and the Indian Subcontinent,~130 yıl; Bahmânî halef sultanlığı; Bîdâr merkezli,Türk,Hanedan/Beylik,,Normal,17.91,77.52,131,15,17,Güney Asya,17.9,77.5,18.5,17.0,78.5,76.5,Vasal Devlet,Şiî İsnâaşerî,İktâ Sistemi,Tarım,,Erken Modern
